referrer,views_total,views_unique
github.com,101,18
groups.io,72,10
youtube.com,59,10
l.facebook.com,27,7
vu3dxr.in,20,6
qrz.com,13,2
Google,5,3
m.youtube.com,5,1
lm.facebook.com,3,2
davidsaylors.com,3,1
