referrer,views_total,views_unique
github.com,83,27
youtube.com,54,13
l.facebook.com,42,10
groups.io,32,10
github-wiki-see.page,26,7
m.facebook.com,12,9
lm.facebook.com,9,8
Google,7,5
qrz.com,5,1
facebook.com,2,1
