referrer,views_total,views_unique
github.com,139,23
groups.io,71,7
youtube.com,60,12
l.facebook.com,17,5
qrz.com,13,2
vu3dxr.in,8,5
Google,6,4
search.brave.com,6,1
davidsaylors.com,3,1
github-wiki-see.page,1,1
