referrer,views_total,views_unique
github.com,177,43
groups.io,101,16
youtube.com,83,9
vu3dxr.in,57,18
l.facebook.com,29,6
davidsaylors.com,19,2
lm.facebook.com,8,4
Google,4,2
m.youtube.com,4,2
github-wiki-see.page,3,3
