referrer,views_total,views_unique
github.com,88,28
youtube.com,64,14
groups.io,33,11
github-wiki-see.page,30,8
l.facebook.com,21,7
m.facebook.com,8,5
Google,7,5
qrz.com,6,2
lm.facebook.com,3,3
vu3dxr.in,2,2
