url_path,views_total,views_unique
/drexjj/sbitx,142,62
/drexjj/sbitx/tree/dev,106,8
/drexjj/sbitx/wiki,65,36
/drexjj/sbitx/releases,40,24
/drexjj/sbitx/tree/prerelease,37,6
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,34,10
/drexjj/sbitx/pulls,22,8
/drexjj/sbitx/commits/dev,13,5
/drexjj/sbitx/issues,12,8
/drexjj/sbitx/wiki/sBitx-Microphone-Alternatives,11,10
