referrer,views_total,views_unique
github.com,71,23
l.facebook.com,61,12
groups.io,45,14
github-wiki-see.page,26,11
youtube.com,15,8
Bing,13,3
lm.facebook.com,9,7
m.facebook.com,7,5
vu3dxr.in,7,3
Google,4,4
