referrer,views_total,views_unique
github.com,83,25
l.facebook.com,71,14
github-wiki-see.page,38,13
groups.io,37,13
youtube.com,15,8
lm.facebook.com,9,7
m.facebook.com,7,5
qrz.com,6,2
vu3dxr.in,6,2
Google,4,4
