referrer,views_total,views_unique
groups.io,115,31
github.com,74,25
youtube.com,53,14
github-wiki-see.page,32,5
search.brave.com,14,1
l.facebook.com,12,5
shop.g7ufo.radio,5,3
facebook.com,3,2
Google,2,2
m.facebook.com,2,1
