referrer,views_total,views_unique
groups.io,123,31
github.com,97,31
youtube.com,50,12
github-wiki-see.page,33,3
l.facebook.com,13,6
shop.g7ufo.radio,5,3
Google,3,2
facebook.com,3,2
vu3dxr.in,2,2
m.facebook.com,2,1
