referrer,views_total,views_unique
github.com,117,21
groups.io,72,8
youtube.com,60,12
l.facebook.com,17,5
qrz.com,13,2
vu3dxr.in,9,5
Google,6,4
search.brave.com,6,1
davidsaylors.com,3,1
lm.facebook.com,1,1
