url_path,views_total,views_unique
/drexjj/sbitx,137,61
/drexjj/sbitx/tree/dev,94,7
/drexjj/sbitx/wiki,78,33
/drexjj/sbitx/releases,65,40
/drexjj/sbitx/wiki/Remote-Web-Browser-Use,49,19
/drexjj/sbitx/wiki/How-to-Boot-From-USB,40,14
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,32,19
/drexjj/sbitx/wiki/Flash-the-Internal-SD-Card-from-a-USB-Drive-using-SD-Card-Copier,24,8
/drexjj/sbitx/wiki/sBitx-Microphone-Alternatives,17,11
/drexjj/sbitx/wiki/How-to-save-your-configuration-files,16,7
