referrer,views_total,views_unique
github.com,157,36
groups.io,40,15
youtube.com,18,4
github-wiki-see.page,16,1
l.facebook.com,13,8
vu3dxr.in,5,3
lm.facebook.com,5,2
Google,1,1
facebook.com,1,1
