url_path,views_total,views_unique
/drexjj/sbitx,126,51
/drexjj/sbitx/tree/dev,101,17
/drexjj/sbitx/wiki,80,42
/drexjj/sbitx/releases,46,25
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,34,8
/drexjj/sbitx/wiki/sBitx-Microphone-Alternatives,22,17
/drexjj/sbitx/wiki/How-to-Boot-From-USB,20,8
/drexjj/sbitx/wiki/sBitx-Hardware-Calibration,18,14
/drexjj/sbitx/tree/main,10,8
/drexjj/sbitx/wiki/Setup-VNC-Viewer,10,5
