referrer,views_total,views_unique
github.com,90,31
groups.io,55,26
youtube.com,17,8
l.facebook.com,10,5
vu3dxr.in,9,3
github-wiki-see.page,6,2
shop.g7ufo.radio,4,3
facebook.com,4,2
lm.facebook.com,4,2
qrz.com,4,1
