referrer,views_total,views_unique
groups.io,163,49
github.com,137,44
youtube.com,51,22
l.facebook.com,32,14
Google,14,7
m.facebook.com,12,5
qrz.com,12,1
vu3dxr.in,10,4
lm.facebook.com,8,5
facebook.com,4,2
