referrer,views_total,views_unique
github.com,146,34
groups.io,43,17
youtube.com,23,7
l.facebook.com,11,6
lm.facebook.com,5,2
vu3dxr.in,4,2
Google,3,3
shop.g7ufo.radio,2,1
facebook.com,1,1
