referrer,views_total,views_unique
github.com,72,24
groups.io,62,19
l.facebook.com,59,19
github-wiki-see.page,29,11
vu3dxr.in,22,6
youtube.com,13,6
Bing,13,3
Google,12,7
lm.facebook.com,6,3
qrz.com,4,2
