referrer,views_total,views_unique
github.com,96,19
youtube.com,93,11
groups.io,32,12
l.facebook.com,27,7
vu3dxr.in,23,7
davidsaylors.com,17,2
qrz.com,13,2
m.youtube.com,5,1
Google,2,2
lm.facebook.com,2,1
