referrer,views_total,views_unique
github.com,118,24
groups.io,76,26
youtube.com,41,12
github-wiki-see.page,30,8
l.facebook.com,25,9
Google,6,6
facebook.com,4,3
Bing,4,1
vu3dxr.in,3,3
m.facebook.com,3,2
