referrer,views_total,views_unique
github.com,107,20
groups.io,87,30
l.facebook.com,26,10
github-wiki-see.page,19,5
youtube.com,18,9
Google,7,4
Bing,4,1
facebook.com,2,2
qrz.com,2,2
vu3dxr.in,2,2
