referrer,views_total,views_unique
github.com,119,34
youtube.com,57,6
groups.io,48,19
vu3dxr.in,17,6
l.facebook.com,15,11
lm.facebook.com,14,7
facebook.com,6,5
shop.g7ufo.radio,5,3
Google,2,2
github-wiki-see.page,2,1
