referrer,views_total,views_unique
github.com,86,30
youtube.com,54,6
groups.io,41,18
vu3dxr.in,19,7
l.facebook.com,14,12
lm.facebook.com,14,7
facebook.com,10,7
github-wiki-see.page,7,2
qrz.com,4,1
shop.g7ufo.radio,3,2
