referrer,views_total,views_unique
github.com,130,41
groups.io,95,34
youtube.com,57,20
github-wiki-see.page,16,3
l.facebook.com,16,3
search.brave.com,16,1
vu3dxr.in,7,3
Google,3,3
shop.g7ufo.radio,3,2
facebook.com,2,1
