referrer,views_total,views_unique
youtube.com,100,11
github.com,89,19
vu3dxr.in,38,13
l.facebook.com,30,8
groups.io,23,12
davidsaylors.com,14,1
qrz.com,11,1
m.youtube.com,5,1
lm.facebook.com,4,2
Google,2,2
