referrer,views_total,views_unique
groups.io,173,52
github.com,139,44
youtube.com,58,25
l.facebook.com,35,16
Google,14,7
m.facebook.com,13,6
vu3dxr.in,12,5
qrz.com,12,1
lm.facebook.com,9,6
github-wiki-see.page,6,3
