referrer,views_total,views_unique
github.com,93,32
youtube.com,59,7
groups.io,50,21
vu3dxr.in,19,7
l.facebook.com,14,12
lm.facebook.com,14,7
facebook.com,10,7
github-wiki-see.page,7,2
shop.g7ufo.radio,5,3
Google,2,2
