url_path,views_total,views_unique
/drexjj/sbitx,149,56
/drexjj/sbitx/tree/dev,121,7
/drexjj/sbitx/wiki/Remote-Web-Browser-Use,74,23
/drexjj/sbitx/wiki,65,34
/drexjj/sbitx/releases,56,34
/drexjj/sbitx/wiki/Installing-a-sBitx-image,25,8
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,22,12
/drexjj/sbitx/commits/dev,20,3
/drexjj/sbitx/wiki/How-to-Boot-From-USB,19,10
/drexjj/sbitx/pulls,19,5
