referrer,views_total,views_unique
github.com,130,34
groups.io,80,16
github-wiki-see.page,33,3
youtube.com,23,7
l.facebook.com,17,9
lm.facebook.com,4,1
vu3dxr.in,2,2
facebook.com,2,1
m.facebook.com,2,1
shop.g7ufo.radio,2,1
