referrer,views_total,views_unique
github.com,154,45
groups.io,108,13
youtube.com,83,9
vu3dxr.in,55,17
l.facebook.com,30,7
davidsaylors.com,21,3
lm.facebook.com,8,4
Google,4,2
m.youtube.com,4,2
facebook.com,3,2
