url_path,views_total,views_unique
/drexjj/sbitx,219,54
/drexjj/sbitx/tree/dev,155,13
/drexjj/sbitx/commits/dev,97,8
/drexjj/sbitx/releases,71,37
/drexjj/sbitx/wiki/Remote-Web-Browser-Use,68,19
/drexjj/sbitx/wiki,65,38
/drexjj/sbitx/pulls,43,7
/drexjj/sbitx/wiki/Installing-a-sBitx-image,29,16
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,26,15
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,25,16
