url_path,views_total,views_unique
/drexjj/sbitx,133,50
/drexjj/sbitx/wiki,70,34
/drexjj/sbitx/releases,59,31
/drexjj/sbitx/pulls,43,12
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,31,21
/drexjj/sbitx/tree/dev,28,4
/drexjj/sbitx/wiki/How-to-Boot-From-USB,24,10
/drexjj/sbitx/releases/tag/sBitx-54-64b-prod,23,9
/drexjj/sbitx/blob/main/release_notes.md,21,15
/drexjj/sbitx/wiki/sBitx-Hardware-Calibration,20,8
