url_path,views_total,views_unique
/drexjj/sbitx,237,93
/drexjj/sbitx/releases,144,67
/drexjj/sbitx/tree/dev-54bugfixes,127,12
/drexjj/sbitx/wiki,126,50
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,74,45
/drexjj/sbitx/blob/main/release_notes.md,52,34
/drexjj/sbitx/pulls,41,11
/drexjj/sbitx/releases/tag/sBitx-54-64b-prod,37,23
/drexjj/sbitx/wiki/How-to-Boot-From-USB,35,16
/drexjj/sbitx/wiki/Raspberry-Pi-images,32,14
