referrer,views_total,views_unique
github.com,136,41
groups.io,113,15
youtube.com,75,9
l.facebook.com,46,11
vu3dxr.in,41,12
davidsaylors.com,21,3
lm.facebook.com,7,3
Google,4,2
m.youtube.com,4,2
facebook.com,3,2
