referrer,views_total,views_unique
groups.io,126,18
github.com,116,41
youtube.com,54,10
vu3dxr.in,28,8
l.facebook.com,27,9
davidsaylors.com,17,3
lm.facebook.com,5,2
facebook.com,3,2
Google,3,1
