url_path,views_total,views_unique
/drexjj/sbitx,139,89
/drexjj/sbitx/wiki,65,43
/drexjj/sbitx/wiki/sBitx-V3-PA-Bias-Adjustment,44,30
/drexjj/sbitx/tree/dev,44,7
/drexjj/sbitx/releases,33,23
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,25,19
/drexjj/sbitx/wiki/sBitx-Hardware-Calibration,20,11
/drexjj/sbitx/wiki/sBitx-Microphone-Alternatives,16,13
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,13,11
/drexjj/sbitx/wiki/Raspberry-Pi-images,11,9
