referrer,views_total,views_unique
github.com,109,33
groups.io,109,31
youtube.com,58,13
github-wiki-see.page,33,3
l.facebook.com,15,7
shop.g7ufo.radio,5,3
Google,3,2
facebook.com,3,2
vu3dxr.in,2,2
m.facebook.com,2,1
