referrer,views_total,views_unique
github.com,97,20
youtube.com,87,10
vu3dxr.in,27,10
l.facebook.com,27,7
groups.io,22,12
davidsaylors.com,14,1
qrz.com,11,1
m.youtube.com,5,1
Google,3,3
lm.facebook.com,2,1
