referrer,views_total,views_unique
github.com,74,25
groups.io,53,19
youtube.com,39,6
vu3dxr.in,12,5
l.facebook.com,11,8
github-wiki-see.page,8,3
facebook.com,5,3
lm.facebook.com,4,2
qrz.com,4,1
shop.g7ufo.radio,3,2
