referrer,views_total,views_unique
github.com,140,31
youtube.com,45,7
groups.io,40,16
l.facebook.com,11,6
vu3dxr.in,7,3
lm.facebook.com,5,2
Google,3,3
shop.g7ufo.radio,3,2
facebook.com,1,1
