referrer,views_total,views_unique
groups.io,109,30
github.com,58,23
youtube.com,57,15
github-wiki-see.page,20,4
search.brave.com,14,1
l.facebook.com,11,4
shop.g7ufo.radio,5,3
Google,2,2
facebook.com,2,2
m.facebook.com,2,1
