url_path,views_total,views_unique
/drexjj/sbitx,263,91
/drexjj/sbitx/releases,166,92
/drexjj/sbitx/wiki,148,88
/drexjj/sbitx/tree/dev,130,12
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,91,66
/drexjj/sbitx/blob/main/release_notes.md,58,44
/drexjj/sbitx/tree/prerelease,41,6
/drexjj/sbitx/commits/dev,37,7
/drexjj/sbitx/pulls,36,9
/drexjj/sbitx/releases/tag/sBitx-54-64b-prod,29,16
