referrer,views_total,views_unique
groups.io,116,31
github.com,73,26
youtube.com,48,12
github-wiki-see.page,36,5
search.brave.com,14,1
l.facebook.com,13,6
shop.g7ufo.radio,5,3
facebook.com,3,2
Google,2,2
vu3dxr.in,2,2
