url_path,views_total,views_unique
/drexjj/sbitx,159,54
/drexjj/sbitx/wiki,87,23
/drexjj/sbitx/releases,51,24
/drexjj/sbitx/tree/dev,48,8
/drexjj/sbitx/pulls,39,6
/drexjj/sbitx/wiki/How-to-Boot-From-USB,32,8
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,30,10
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,18,10
/drexjj/sbitx/tree/main/src,18,7
/drexjj/sbitx/pull/430,15,5
