referrer,views_total,views_unique
github.com,69,22
groups.io,66,21
l.facebook.com,58,20
github-wiki-see.page,24,10
youtube.com,24,7
vu3dxr.in,22,6
Google,14,7
Bing,13,3
lm.facebook.com,6,3
qrz.com,4,2
