referrer,views_total,views_unique
github.com,176,42
groups.io,91,17
youtube.com,86,10
vu3dxr.in,59,19
l.facebook.com,29,6
davidsaylors.com,19,2
lm.facebook.com,7,3
Google,4,2
m.youtube.com,4,2
github-wiki-see.page,3,3
