referrer,views_total,views_unique
github.com,88,26
groups.io,66,23
youtube.com,48,13
l.facebook.com,25,8
github-wiki-see.page,13,4
Google,7,7
facebook.com,4,3
qrz.com,4,2
Bing,4,1
vu3dxr.in,3,3
