url_path,views_total,views_unique
/drexjj/sbitx,132,50
/drexjj/sbitx/tree/dev,89,16
/drexjj/sbitx/wiki,72,40
/drexjj/sbitx/releases,47,28
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,32,7
/drexjj/sbitx/wiki/How-to-Boot-From-USB,23,7
/drexjj/sbitx/wiki/sBitx-Microphone-Alternatives,22,16
/drexjj/sbitx/wiki/sBitx-Hardware-Calibration,21,14
/drexjj/sbitx/pulls,12,5
/drexjj/sbitx/commits/dev,10,4
