referrer,views_total,views_unique
github.com,87,30
youtube.com,59,7
groups.io,54,23
vu3dxr.in,19,7
lm.facebook.com,14,7
l.facebook.com,11,10
facebook.com,10,7
github-wiki-see.page,7,2
shop.g7ufo.radio,5,3
Google,2,2
