referrer,views_total,views_unique
github.com,183,45
youtube.com,83,12
groups.io,73,15
vu3dxr.in,58,17
l.facebook.com,29,6
davidsaylors.com,19,2
lm.facebook.com,7,3
search.brave.com,6,1
m.youtube.com,4,2
github-wiki-see.page,3,3
