url_path,views_total,views_unique
/drexjj/sbitx,301,105
/drexjj/sbitx/releases,192,94
/drexjj/sbitx/wiki,170,79
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,117,79
/drexjj/sbitx/tree/dev-54bugfixes,87,12
/drexjj/sbitx/tree/dev,81,7
/drexjj/sbitx/blob/main/release_notes.md,73,51
/drexjj/sbitx/releases/tag/sBitx-54-64b-prod,55,33
/drexjj/sbitx/pulls,52,11
/drexjj/sbitx/wiki/Raspberry-Pi-images,38,18
