referrer,views_total,views_unique
github.com,103,19
youtube.com,97,10
groups.io,28,10
l.facebook.com,26,6
vu3dxr.in,20,6
qrz.com,13,2
Google,5,3
m.youtube.com,5,1
davidsaylors.com,3,1
lm.facebook.com,2,1
