referrer,views_total,views_unique
groups.io,227,63
github.com,154,44
youtube.com,61,26
l.facebook.com,35,16
vu3dxr.in,19,8
Google,17,10
qrz.com,14,1
lm.facebook.com,13,6
m.facebook.com,13,6
github-wiki-see.page,6,3
