referrer,views_total,views_unique
github.com,90,25
groups.io,66,23
youtube.com,41,13
l.facebook.com,29,10
github-wiki-see.page,14,5
Google,7,7
facebook.com,4,3
qrz.com,4,2
Bing,4,1
vu3dxr.in,3,3
