url_path,views_total,views_unique
/drexjj/sbitx,199,80
/drexjj/sbitx/tree/dev-54bugfixes,126,12
/drexjj/sbitx/releases,120,59
/drexjj/sbitx/wiki,111,43
/drexjj/sbitx/wiki/How-to-install-or-upgrade-your-sBitx-application,63,37
/drexjj/sbitx/blob/main/release_notes.md,45,31
/drexjj/sbitx/pulls,41,11
/drexjj/sbitx/wiki/How-to-Boot-From-USB,34,16
/drexjj/sbitx/wiki/Raspberry-Pi-images,31,14
/drexjj/sbitx/releases/tag/sBitx-54-64b-prod,24,14
