referrer,views_total,views_unique
github.com,132,29
youtube.com,44,8
groups.io,40,17
l.facebook.com,16,11
lm.facebook.com,15,7
vu3dxr.in,11,4
facebook.com,5,4
shop.g7ufo.radio,3,2
Google,2,2
m.facebook.com,1,1
