referrer,views_total,views_unique
github.com,112,26
groups.io,95,33
l.facebook.com,26,10
youtube.com,18,9
github-wiki-see.page,17,4
Google,7,4
vu3dxr.in,5,3
Bing,4,1
facebook.com,2,2
m.facebook.com,1,1
