referrer,views_total,views_unique
github.com,68,24
l.facebook.com,60,17
groups.io,56,16
github-wiki-see.page,31,13
vu3dxr.in,25,7
youtube.com,14,6
Bing,13,3
Google,8,6
lm.facebook.com,7,4
qrz.com,4,2
