url_path,views_total,views_unique
/drexjj/sbitx,127,60
/drexjj/sbitx/tree/dev,101,7
/drexjj/sbitx/wiki,79,35
/drexjj/sbitx/releases,64,38
/drexjj/sbitx/wiki/Remote-Web-Browser-Use,52,19
/drexjj/sbitx/wiki/How-to-Boot-From-USB,40,14
/drexjj/sbitx/releases/tag/sBitx-53-64b-Prod,30,17
/drexjj/sbitx/wiki/Flash-the-Internal-SD-Card-from-a-USB-Drive-using-SD-Card-Copier,23,8
/drexjj/sbitx/wiki/sBitx-Microphone-Alternatives,17,11
/drexjj/sbitx/wiki/How-to-save-your-configuration-files,16,7
