referrer,views_total,views_unique
github.com,110,18
groups.io,85,27
l.facebook.com,29,12
youtube.com,27,10
github-wiki-see.page,22,6
Google,7,4
Bing,4,1
vu3dxr.in,3,3
facebook.com,2,2
qrz.com,2,2
