referrer,views_total,views_unique
github.com,119,39
groups.io,99,36
youtube.com,59,20
github-wiki-see.page,16,3
l.facebook.com,16,3
search.brave.com,16,1
shop.g7ufo.radio,5,3
vu3dxr.in,5,3
Google,4,4
facebook.com,2,1
