referrer,views_total,views_unique
github.com,84,28
youtube.com,63,13
groups.io,37,12
l.facebook.com,35,8
github-wiki-see.page,28,8
m.facebook.com,8,5
Google,7,5
lm.facebook.com,5,5
qrz.com,5,1
vu3dxr.in,2,2
