referrer,views_total,views_unique
github.com,75,28
groups.io,45,19
youtube.com,40,6
l.facebook.com,16,13
vu3dxr.in,16,6
lm.facebook.com,14,7
facebook.com,9,6
github-wiki-see.page,8,3
qrz.com,4,1
shop.g7ufo.radio,3,2
