referrer,views_total,views_unique
github.com,162,40
youtube.com,77,11
vu3dxr.in,56,16
groups.io,45,14
l.facebook.com,32,7
davidsaylors.com,18,1
lm.facebook.com,6,3
search.brave.com,6,1
m.youtube.com,4,2
github-wiki-see.page,3,3
